,Text,value
1208,thap co be hong keu troi thau,0
1209,thằng nghèo_đói đi lo thằng giàu,0
1210,đám ô_hợp ngu lâu dốt bền khó đào_tạo,1
1211,bó_tay lũ nịnh_bợ hèn_nhát,1
1212,ăn hết ngu heo,1
1213,gọi ae nhỉ,0
1214,nói tụi dlv xen mỏ bảo quan_hệ ngoại_giao chả biết tụi nó ngu thật hay ngu giả,1
1215,tao ủng_hộ địt_mẹ lũ việt tân chúng_mày,-1
1216,muôn_đời lam chó chả lam gi ngoài sủa,1
1217,csvn la rac ruoi nan thiu va ngu nhat the_gioi,1
1218,dan thi chet đói vung vùng sa đéo lam câu dan đi đung la ngu_dốt,1
1219,kiến tân mày óc lợn thôi,-1
1220,coi tiền viếng đám_ma bọn tàu đi,0
1221,màyày màyàyất đảng chừng nào lãnh_đạo việt namày còn coi_trọng lợi_ích phe nhómàyày nhìn lợi_ích lâu_dài dân_tộc đất_nước họ màyàyới nhìn sáng_suốt chiến_lược đất_nước nước màyàyất nhà tan dù con emàyày lãnh_đạo csviệt namày ch ở yên ấmàyày màyày hoặc màyàyột nước phương tây nào thân_phận màyàyột kẻ vong quốc ăn nhờ ở_đậu,0
1222,csvn đặt lợi_ích quốc_gia dân_tộc hết mới mong cơ_hội chuyển_mình,0
1223,huy hoang thế_nào lợi_ích dân tộcchẳng lẽ trc giờ k phảichính trị còn non lắm bớt chém gió đi,0
1224,điêu quan trong nhât la_phai co môt lanh đao co tâm nhin xa va dam đưng đê chuyên mô hinh đât nươc,0
1225,sang vu chuyển sang ch còn j đâu,0
1226,mày màyất đoảng sao còn_khuya nhá dân uống nước cống hay ăn rác kiên_định thành_quả k ách màyệnh nhé,0
1227,tất nước thế_giới nước nào phe cnxh nghèo_khó chậm phát_triển,1
1228,tất_nhiên nó chọn trung tuốc dù trung tuốc sập đơn_giản còn đảng nó dân giết,0
1229,nguyên uy dân nào giết cháudân việt nam cộng_hoà à,0
1230,bà nội ten la ba noi ma ngu dan việt nam quoc noi se giet het bon việt cộng gian ac,1
1231,dài quá viết thôi chú ơi,0
1232,quyền_lợi giai_cấp ngon cơm quá đâu ai chịu nhã biết mất nước ok đừng mơ về chú cuội,0
1233,bài viết khá hay k chi_tiết,0
1234,tôi nghĩ csvn phân_vân màyuốn thân mày đảmày bảo_an_ninh biển động màyang đến nền kinh_tế thịnh_vượng,0
1235,csviệt nam sợ mất đảng đa_số quan_chức việt_nam nghĩ đến lợi_ích chính bản_thân họ gia_đình họ còn lợi_ích quốc_gia chúng quan_tâm,1
1236,cháu biết sao việt nam cộng_hoà làm mất hoàng sa_k,0
1237,cộng_sản nó thà mất nước còn hơn mất đảng,1
1238,công_hàm bán_nước pvđ kêu việt nam cộng_hoà,0
1239,fan cứng vt khác bọn ngu nào giữ hoàng sa thằng đần,0
1240,hãy đợi đấy bọn ngoài vĩ_tuyến cấu_kết bọn tàu cộng k mất sao đươc lũ ăn_cướp xưng_danh giải_phóng,1
1241,tán_thành đâu công_nhận hoàng_sa hay trường sa trung tuốc đâu bộ ngoại_giao nói rõ r bạn đừng nghe mấy vt nói r dắt_mũi nhé,0
1242,thời nào sao ngu_ngơ ngốc_nghếch thế cơ thời_chiến ạ còn trường sa thời_bình csvn mất mới tài,1
1243,csvn tiếp_tay tàu cộng bằng cách liên_tục tấn_công miền nam trong đất_liền chi nhỏ sức_mạnh quân miền nam tàu cộng dễ_dàng đánh chiếm hoàng_sa,1
1244,con biet gi ve_nixon sang tham mao nam khong,0
1245,k sợ kẻ_thù xâm_lược sợ mấy thằng ngu bắt_đầu yêu nước,0
1246,hãy đợi đấy thằng đần nào tàu cộng giết chiến_sĩ hiến luôn đảo gạc ma giặc thằng ngu,0
1247,dú đẹp quá e ơi,0
1248,công_hàm nào bán_nước cháuchưa nói tới tính xác_thực công_hàm nói tới nội_dung công_hàm ch nào ghi bán_nước cháu,0
1249,cháu biết sao trung quốc chiếm đc môt đảo gạc ma mấy đảo bên cạnh k chiếm đc kai nói cháu thời_bình vậykhát nước lâu quá lú à,0
1250,cháu biết cuộc họp quyết_định k,0
1251,ai thi_hành hiệp đinh ai lợi_dụng hiệp_định bạn biết hiệp đinh nói nước tham_gia hiệp_định yêu_cầu miền bắc thi_hành hiệp_định bạn nghĩ việt_nam sẻ thế_nào,0
1252,thời_chiến à ai à csvn cstq,0
1253,ngu hay bày đặtchiến tranh biên_giới tây nam cònngu con làm dân lưu_vong thế éo nào,0
1254,mới đập nhau trung nhé cháusaok trả_lời đc àbiết sao trung quốc đớp đc gạc ma_k đớp đc đảo khác kviệt nam cộng_hoà dâng đảo philippines campuchiađài loan sao k thấy cháu ẳng nhỉhài,0
1255,mấy con vện vàng đâu hết bảo công_hàm phạm văn đồng bán_nước cơ màbán ch nào thếcác cháu úp hết mặt nhà vệ_sinh à,0
1256,quan_chức csvn trình_độ tầm nhìn bạn thấy miếng ăn mắt no bụng thôi còn tương_lai một dân_tộc chúng nghĩ tới đứng đầu tên nguyễn phú trọng biệt_danh trọng lú,1
1257,ừmquan chức việt nam tầm nhìn tôi eu kí thỏa_thuận thương_mại đấycòn bố mẽo nằng_nặc xin việt nam mối quan_hệ chiến_lược đấy,-1
1258,chơi đồ ít thôi cháu ơi,0
1259,tôi người dân tôi quyền lựa_chọn đc tôi chọn đa đảng,1
1260,việt nam ở giữa ăn hôi,1
1261,bò đỏ chúng mầy đu dây ăn_bám phản_bội chúng mầy đi m lao_động nhục gọi vinh_quang thằng hcm tội đồ nhân_loại việt cộng chúng mầy gọi nhân_tài thế_giới phụ_nữ gia_tộc mầy m nô_lệ tình_dục tàu cộng cháu con mầy lai tàu khựa,1
1262,nhìn mình đi chắc súc_vật đầu toàn cức thôi,0
1263,hồi xưa mày đemày quân thất_học huy đấy nà hahaha tưởng ngon,0
1264,thằng tổ_quốc nói đạo l ư chó nó nghe,0
1265,việt namày hả dân việt ủng_hộ mày đảng dlv ủng_hộ trung tuốc,1
1266,tai sao muôn vao trung quôc phai chuyên giao khoa hoc ky thuât,0
1267,chon tau thi chêt chon my thi sông tiêng thơm đê đơi,0
1268,chọn mày thể màyất đảng màyất đi nồi cơmày quan_chức csvn màyuốn,1
1269,việt tân chẳng_lẽ việt tân thấy mày gây nhân_loại ư,0
1270,khó_chịu đọc chữ_viết sai chính_tả,0
1271,sai chính_tả đọc chử thôitrên mạng hơi_đâu bắt_bẻ,0
1272,cảm_thấy khiếu chọ đừng đọc,0
1273,quan_trọng hiếu tứ tác_giả muốn nói thôiđến bộ_trưởng bộ giáo_dục còn nói ngọng kìađừng xét_nét quá,0
1274,óc chó thôixem thằng u cà_kìacông nghiệp quốc_phòng số má tggdp gấp đôi việt namđòi bỏ nga phương tâykết quả giờ đống cit mĩ pt làm đc lol nga ngố kngu bày_đặt nước chính_trị xui việt nam cống tàu,0
1275,tàu nó việt namày yên chống chọn phe vấn_đề mày bây_giờ tàu nó táng việt namày nâu còn phe chọn đâu,0
1276,táng cl ấyngày xưa đến nay việt nam k chống tàu àhay mĩ mới chống trung tuốc sml việt nam bao_nhiêu lần,0
1277,tư_tưởng nhờ_cậy ngoại bang lê chiêu thống thôi câm mẹ mồm,0
1278,y ngu lắm nhờ họ bảo_vệ mình biết cách bắt_tay họ ngăn_ngừa trung_quốc ngăn_ngừa chiến_tranh thằng ngu ợ,0
1279,việt namàyày chống màyày nhờ liên xô trung quốc giúp đ thằng bố màyàyày thắng màyày à,0
1280,chọn màyàyày màyàyàyà màyàyày đảmàyàyày bảo quyền_lợi an_toàn họ trung cộng họ chọn lâu rổi vấn ở trung quốc đề yên màyàyày bảo_vệ họ bảo_vệ đến màyàyàyột bải toán quá khó,0
1281,tôi nghĩ việt namày dámày mày phương tây bọn lãnh_đạo việt namày quan tâmày tới vấn_đề phát_triển đất_nước màyà chúng quan tâmày địa_vị đản độc_tài chúng phương tây chúng màyất đảng địa_vị thống_trị chúng,1
1282,một phân_tích sâu_sắc tính thuyết_phục cao,0
1283,còn hỏi lãnh_đạo đảng_viên trung tuốc ở sát bên quá tàu thôi dân màyàyuốn màyày chắc lịch_sử thấy nước nào màyày nghèo lạc_hậu,1
1284,ây dàcũng học_đòi phân_tích đâynhưng chẳng thấy gìthôi t chốt vấn_đề nhanh vt nghiên_cứu chuyên_sâu lí_luận lênin nhở việt nam nhỏ_bé oánh hai siêu_cường chạy vãi bàn vui nhánếu rảnh bàn quan tòa covid gọi đến tên,0
1285,bạn nói vui thôi đúng,0
1286,t viết người công_ty vt,0
1287,csvn siêu_cường trung tuốc ép đủ bề hết sao giờ đánh nó chạy luôn đi,1
1288,việt tân tao tưởng hành page lớn thông_minh hiểu_biết lắm bây_giờ nước việt_nam chúng_tôi đánh trung quốc quốc_tế ủng_hộ bên nào não chắc thiếu nếp nhăn,-1
1289,trung_quốc gây_hấn đúng nào não lớn,0
1290,gây_hấn bên nào nổ_súng bên thua tòa_án quốc_tế não lớn hơn ạ,0
1291,ngu biện đ nhục thôi,0
1292,tư_duy súc_vật y thấy tàu tuần_tra việt nam luôn hiện_diện à chính_trị đem sánh gia_đình liệu bưng bô tốt đi cẩn_thận ngày covid tìm đến đấy nước tao yên bình lũ lưu_vong dạy khôn đâu thằng não phẳng,0
1293,gạc ma bên nào nổ_súng bạn nó thua toà quốc_tế nó éo trả bạn não bạn lớn thế nghĩ đến,0
1294,bai nay hay triêu đoa hoa hông,0
1295,bò đỏ toàn kêu đứng về phe nào xin li cuộc_đời nó dễ_dàng lựa_chọn hoàn_hảo chắc cảnh chia phe bây_giờ nhìn gương nước phương tây biết mình ai,1
1296,tự_nhiên nhảy vô chọn phe nào thằng nào đánh địch thằng nào bạn bạn hồi xưa màyàyày nó tha việt namàyày đâu trung tuốc màyàyàyáy ngàn nămàyàyày chọn con c ặ c màyàyàyếu chó màyàyày đánh chó màyàyày trung tuốc đánh trung tuốc màyàyàyà chọn,0
1297,tùmày lumày mày ngừơi việt củng phe tui ở việt nam biết chọn phe nào giả thật màyột phe vt màyột phe nguyễn thanh_tú màyột phe cộng_đồng ngừơi việt còn màyột phe đào màyinh quân chọn phe nài củng đánh tơi_tả,0
1298,bài viết wuá dài chắc tốn thời_gian lắm cuối đảp số hứơng nào chọn,0
1299,bò đo chọn ăn cức,1
1300,chắc thằng ngu nhỉ,0
1301,tôi nghĩ thời_điểm nầy chọn trung cộng mất chài lẩn chìvì thể_chế độc_tài toàn trị đường phá_sản kinh_tế kiệt_quệ trong một thời_gian xa,0
1302,hồi xưa việt namày nhờ viên trợ lx trung tuốc đánh mày nhờ lx chống lưng trong cuộc_chiến khmàyer đỏ trung tuốc,0
1303,một thế_hệ yêu tổ_quốc một bộ_máy trong_sạch chọn phe_cánh,0
1304,chọn mày màyất đảng chọn đảng màyất nước chọn khéo nhá,1
1305,bạn nghĩ quan_chức csvn quan_tâm tới đất_nước hay đặt lợi_ích bản_thân hàng_đầu,1
1306,khỉ biên thoái thành người bận_bịu đu dây sao giờ lựa chả chọn,-1
1307,việt cộng xử_dụng khái_niệm đất_nước trục_lợi phe đảng bản_thân chúng m bất tốt lẫn xấu miễn_sao lợi chúng_nan,1
1308,chờ xemàyày ai thắng neu la màyày se màyày neu trung thắng thi hoan_hô ban vàng gio chieu nao chieu đo chac,0
1309,một lũ chó_má nào chế_độ mình tốt dân một xã_hội công_bằng văn_minh thế chúng_nó toàn đưa con bà_con đi học châu âu châu mĩ sao k đưa nga hay trung quốc học trả_lời giùm tao bọn bò đỏ,1
1310,phe nào kệ việt nam bọn tôi tôi mong_ước vt hãy mang quân_lực hạng thế_giới mang mấy chiến_hạm biển đông khè trung quốc giùm mồm giỏi kêu mấy ông tướng quân_lực hạng về cầm súng bắn nhau trung quốc giùm,0
1311,đâu ngu bọn y giúp ngu chết ráng chịu việt cộng con hèn_hạ_nhục_nhã thằng tàu nó hiếp_dâm dân_tộc còn ngồi cào phím chửi người_ta phản_động,0
1312,thế bọn màyàyày hửi đít màyàyày nước ở việt namày bọn t làmàyàyày màyàyày quyền cc màyàyàyà đòi việt namày t chọn phe,0
1313,chọn phe nào quan_trọng quá muộn thể_chế độc đảng chuyên_chế độc_tài còn mi một phe duy_nhất phe diêm vương,0
1314,vịt muôn_đời vịt vịt mất nước ôi_thôi,1
1315,việt tân thờ đảng thổ_tả dân_chủ đảng dân_chủ tiền đi bợ bám trung cộng,-1
1316,cộng_sản loại trùng độc nó biết đồng_loại nó thôi dân mơ đi cưng,1
1317,tốt nhất tự đứng oktheo phe nào thôiđều ngoại_bang,0
1318,nước xa liệu cứu đc lửa gần,0
1319,thật dài chốt việt nam bợ_đít một thằng nào hội vt làm,-1
1320,việt nam anh_hùng núp,0
1321,dân tự_quyết biết liền,0
1322,chọn kẻ_thù làm_bạn sợ sỉ diện người_ta cười mình chọn thằng bạn chử vàng nó ngồi đầu mình đâu dám chọn chờ thời thôi,0
1323,việt tân biết cl nó phét,0
1324,việt nam chọn đu dây thôi đc hem d,0
1325,phim lịch_sử việt nam ket voi han quyen rói khoi cân chon hahahaha,0
1326,khôn_ngoan đi người mạnh,0
1327,kkk cười ỉa vô bọn não bò,0
1328,đầy tớ thằng nào,0
1329,tư_tưởng phe làm đầy tớ thế phục quốc nào đc tân ơi,0
1330,tư_tưởng bưng bô cức đéo chọn aibọn bưng bô thế thôi,0
1331,trưng_cầu dân hiểu lòng dân nghiệt_ngã bọn v đéo dám dân trưng_cầu dân,0
1332,đúng gồi,0
1333,đúng gồi mày bò đỏ tàu cộng,1
1334,trung tuốc bưng bô thế mày gi,0
1335,toản già nhìn nhât hàn quân mày đồn trú hiêu nhớ thăng tau cộng kẻ_thù truyền_kiếp trong lịch sư hiện nó cướp đất cươp đảo ta đưng hỏi ngu thê,0
1336,minh vu thi xin visa chua em,0
1337,bò đỏ thích tự sương suy diên vu quân my thế sao han tra tiền nuôi quân hàn quôc yếu_đuối sao họ làm_chủ đât việt đảng tích_cực xuất_khẩu culi cô_dâu sang hàn làm_chi,1
1338,tiền bảo_kê,0
1339,nuôi nó phá,0
1340,mang tiền nhà đi nuôi quân thằng khác k thấy nhục thân phân kẻ đầy tớ à,0
1341,giống quân tau bảo_kê đảng ở hoàng trương_sa,0
1342,lãnh_hải hải_lí_tính đất_liền công_ước quốc_tế nước nào giáp biển chả mày,0
1343,lãnh_hải nào mày tìm_hiểu xem nhé,0
1344,đọc thêm cai nay đi thăng_ngu,0
1345,ngụy_mất hết một quần_đảo hoàng sa_sao nhắc đến,0
1346,phân_tích dài dãi chả biết tự nghĩ hay p nhặt ở đâu về thể thay_đổi việt nam giáp trung tuốc trung tuốc nước_lớn_mạnh hơn nhiềutừ ngàn năm thế chính_sách ngoại_giao việt nam chẳng đứng phe nhóm nào chống ai đồng_thời ủng_hộ lợi mình nước khác đưa,1
1347,việt nam phe nào hết ngồi làm ngư ông hửơng lợi phe nào thắng vẩn tiếp_tục cai_trị ngừơi viết bài vẩn tiếp_tục viết,0
1348,dân chọn bằng đảng chọn,1
1349,đm nghe bọn vt chẳng khác nghe đĩ dạy gái giữ trinh_tiết cảxàm lol,-1
1350,cộng_sản suy_nghĩ bắt cá hai tay màyày chết khôn mày ngu trung cẩu thôi,1
1351,một bài viết hay đến mức hoàn_hảo thanks,0
1352,bài dài lười đọc vl,0
1353,quan_tâm người dân nghèo_khổ việt nam còn lũ csviệt nam chết sống ai thèm quan_tâm chết bớt dân mừng kkk,1
1354,ngáo chó,0
1355,hay,0
1356,sao đảng cộng_sản việt namày đến giờ nầy còn đu dây chơi tàu màyất nước dân hỏi_tội đẻng còn chơi mày đẻng tự_sát dân_tộc thoát nạn kiếp còn màyột con đường làđảng cộng_sản ơi hãy đi chết đi,1
1357,bọn mày kêu việt tân nọ kia,0
1358,đéo biết bên nào địch bên nào bạn,0
1359,sao bạn quốc_tịch mày quan tâmày nước chúng_tôi làmày thế nhờ ai màyượn khóc thuê đâu,0
1360,thật ngược_đời thằng thua chạy tụt quần dậy người thắng cách huy,0
1361,hiện công_an dang đe_dọa dùng giang_hồ xử tôi bài viết án bất_công mong cộng_đồng mạng tiếng tố_cáo âm_mưu thâm_độc,1
1362,tự_nhiên hợp_tác mẽo chi mất bà page hay qu hà,0
1363,lẽ họ tạmày thời ng cửa huấn_luyện chờ cơ_hội bung lập_luận màyới chiều_hướng thân mày,0
1364,thế lủ bò đỏ mất chuồng à,1
1365,hơp tac nay huy bothi co đôi tac khacchâu âu vân hơn tai sao lai sơ băc kinh giai phong vô đanh chiêm miên nam,0
